Date,Adj Close,Close,High,Low,Open,Volume,Return,Previous_Return,MA_5,MA_20,MA_50,Volatility_10,Volume_Change,Target
2015-04-24,8305.25,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.011079600258562361,-0.0037249712205020824,8391.819921875,8551.29501953125,8666.9619921875,0.00935282651871892,0.11282051282051286,0.0
2015-04-27,8213.7998046875,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.011011130948797465,-0.011079600258562361,8344.9599609375,8534.8375,8658.0169921875,0.008475808703142457,-0.012096774193548376,1.0
2015-04-28,8285.599609375,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.008741362876475867,-0.011011130948797465,8326.5298828125,8522.577490234375,8653.2019921875,0.009590756153773807,0.018075801749271037,0.0
2015-04-29,8239.75,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.005533650132347967,0.008741362876475867,8288.53984375,8517.457470703124,8646.68599609375,0.00865297589010848,-0.08132875143184426,0.0
2015-04-30,8181.5,8181.5,8229.400390625,8144.75,8224.5,267700,-0.007069389241178392,-0.005533650132347967,8245.1798828125,8509.462451171876,8637.76798828125,0.008247476304910626,0.6689526184538654,1.0
2015-05-04,8331.9501953125,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.01838907233545184,-0.007069389241178392,8250.519921875,8501.444970703125,8630.17599609375,0.011038288882223331,-0.5080313784086664,0.0
2015-05-05,8324.7998046875,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008581893143123631,0.01838907233545184,8272.719921875,8493.1349609375,8620.5619921875,0.009667848341549911,0.18071374335611234,0.0
2015-05-06,8097.0,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.02736399793773192,-0.0008581893143123631,8235.0,8468.6724609375,8606.315,0.012605419547425802,0.3479099678456592,0.0
2015-05-07,8057.2998046875,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.004903074634123761,-0.02736399793773192,8198.5099609375,8438.542431640624,8590.07900390625,0.012153433067844357,-0.2290076335877863,1.0
2015-05-08,8191.5,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.01665572816769534,-0.004903074634123761,8200.5099609375,8415.10244140625,8576.0030078125,0.013873996119961336,0.1330445544554455,1.0
2015-05-11,8325.25,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.01632790087285607,0.01665572816769534,8199.169921875,8395.644921875,8565.836015625,0.014654736760093526,0.04860731840524313,0.0
2015-05-12,8126.9501953125,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.02381908107113906,0.01632790087285607,8159.6,8363.07744140625,8553.276015625,0.01623164080504887,-0.09687500000000004,1.0
2015-05-13,8235.4501953125,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.013350641678914421,-0.02381908107113906,8187.2900390625,8335.832470703124,8542.74302734375,0.01659851161607526,-0.02076124567474047,0.0
2015-05-14,8224.2001953125,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013660455388829762,0.013350641678914421,8220.6701171875,8305.34248046875,8531.88203125,0.01650967437693649,-0.20612485276796233,1.0
2015-05-15,8262.349609375,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.004638677701966021,-0.0013660455388829762,8234.8400390625,8283.124951171874,8523.45203125,0.01637238335992235,-0.0370919881305638,1.0
2015-05-18,8373.650390625,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.013470838987944989,0.004638677701966021,8244.5201171875,8271.507470703125,8514.033046875,0.01586138551107602,0.1456086286594762,0.0
2015-05-19,8365.650390625,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.0009553778372400901,0.013470838987944989,8292.26015625,8267.385009765625,8502.2110546875,0.01586241709732901,-0.056489576328177526,1.0
2015-05-20,8423.25,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.006885251795789804,-0.0009553778372400901,8329.8201171875,8269.660009765625,8490.7510546875,0.012492293395578934,-0.11903064861012114,0.0
2015-05-21,8421.0,8421.0,8446.349609375,8382.5,8434.5,143800,-0.00026711779894939003,0.006885251795789804,8369.180078125,8269.225,8480.718046875,0.01220676597065103,0.1634304207119741,1.0
2015-05-22,8458.9501953125,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.004506613859696085,-0.00026711779894939003,8408.5001953125,8272.25751953125,8471.14205078125,0.011442287528189682,0.3025034770514603,0.0
2015-05-25,8370.25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.010485957862909845,0.004506613859696085,8407.8201171875,8275.50751953125,8463.41205078125,0.01118302551491089,-0.35237586759209827,0.0
2015-05-26,8339.349609375,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.0036916926764433144,-0.010485957862909845,8402.5599609375,8281.785009765625,8455.958046875,0.007507949486357336,-0.03709810387469081,0.0
2015-05-27,8334.599609375,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005695887835976965,-0.0036916926764433144,8384.8298828125,8284.235009765625,8448.65103515625,0.006520526780440193,0.41695205479452047,0.0
2015-05-28,8319.0,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.00187166871908917,-0.0005695887835976965,8364.4298828125,8288.197509765625,8439.51103515625,0.006544693910240541,0.4036253776435046,1.0
2015-05-29,8433.650390625,8433.650390625,8443.900390625,8305.7001953125,8327.099609375,363900,0.013781751487558669,-0.00187166871908917,8359.369921875,8300.805029296875,8435.22904296875,0.0076320619011539925,0.566508824795523,0.0
2015-06-01,8433.400390625,8433.400390625,8467.150390625,8405.400390625,8417.25,122200,-2.964315431874809e-05,0.013781751487558669,8372.0,8305.8775390625,8431.23404296875,0.00650398716400717,-0.6641934597416872,0.0
2015-06-02,8236.4501953125,8236.4501953125,8445.349609375,8226.0498046875,8442.7998046875,146800,-0.023353592405198742,-2.964315431874809e-05,8351.4201171875,8301.46005859375,8421.49705078125,0.010042902847514787,0.2013093289689034,0.0
2015-06-03,8135.10009765625,8135.10009765625,8236.7001953125,8094.14990234375,8232.4501953125,171400,-0.012305070176218624,-0.023353592405198742,8311.52021484375,8303.365063476562,8410.481044921875,0.010093904858971789,0.16757493188010897,0.0
2015-06-04,8130.64990234375,8130.64990234375,8160.0498046875,8056.75,8155.14990234375,154700,-0.0005470363313393456,-0.012305070176218624,8273.8501953125,8307.032568359375,8400.40103515625,0.010084547274798848,-0.09743290548424732,0.0
2015-06-05,8114.7001953125,8114.7001953125,8191.0,8100.14990234375,8119.14990234375,162100,-0.001961676769116849,-0.0005470363313393456,8210.06015625,8303.192578125,8391.27703125,0.009717802305521153,0.04783451842275377,0.0
2015-06-08,8044.14990234375,8044.14990234375,8131.0,8030.5498046875,8124.35009765625,135900,-0.008694134258897646,-0.001961676769116849,8132.21005859375,8289.137573242188,8381.142021484375,0.009602881110931672,-0.16162862430598401,0.0
2015-06-09,8022.39990234375,8022.39990234375,8057.14990234375,8005.14990234375,8026.5,136000,-0.0027038282806817193,-0.008694134258897646,8089.4,8283.91005859375,8370.731015625,0.0096106171616549,0.0007358351729211954,1.0
2015-06-10,8124.4501953125,8124.4501953125,8152.25,8023.7998046875,8024.14990234375,136800,0.012720668903445809,-0.0027038282806817193,8087.27001953125,8278.36005859375,8362.6040234375,0.01093813893424245,0.00588235294117645,0.0
2015-06-11,7965.35009765625,7965.35009765625,8163.0498046875,7958.25,8157.2998046875,166200,-0.019582875620068996,0.012720668903445809,8054.21005859375,8265.417553710937,8355.068017578125,0.012188217495185632,0.21491228070175428,1.0
2015-06-12,7982.89990234375,7982.89990234375,7995.60009765625,7940.2998046875,7959.85009765625,136600,0.0022032684655837187,-0.019582875620068996,8027.85,8251.445068359375,8347.8980078125,0.010747930233358334,-0.1780986762936222,1.0
2015-06-15,8013.89990234375,8013.89990234375,8057.7001953125,7944.85009765625,7986.60009765625,133000,0.003883300602441242,0.0022032684655837187,8021.8,8233.457543945313,8338.330009765625,0.011033628283544542,-0.026354319180087793,1.0
2015-06-16,8047.2998046875,8047.2998046875,8061.85009765625,7952.35009765625,8004.2001953125,124000,0.004167746384501569,0.003883300602441242,8026.77998046875,8217.540014648437,8329.456005859374,0.009243593644004306,-0.06766917293233088,1.0
2015-06-17,8091.5498046875,8091.5498046875,8136.85009765625,8048.9501953125,8084.2001953125,152500,0.005498738840850059,0.004167746384501569,8020.19990234375,8200.955004882813,8319.562001953125,0.008802621569291166,0.22983870967741926,1.0
2015-06-18,8174.60009765625,8174.60009765625,8186.89990234375,8101.7998046875,8113.7001953125,144800,0.010263830165222254,0.005498738840850059,8062.04990234375,8188.635009765625,8309.85599609375,0.009437395388169545,-0.05049180327868852,1.0
2015-06-19,8224.9501953125,8224.9501953125,8250.7998046875,8195.650390625,8201.150390625,147100,0.006159334653041526,0.010263830165222254,8110.4599609375,8176.935009765625,8301.14900390625,0.009543244939175417,0.015883977900552404,1.0
2015-06-22,8353.099609375,8353.099609375,8369.4501953125,8257.400390625,8259.2998046875,122700,0.015580570218593381,0.006159334653041526,8178.29990234375,8176.077490234375,8293.92298828125,0.009777185383743269,-0.16587355540448678,1.0
2015-06-23,8381.5498046875,8381.5498046875,8398.4501953125,8334.9501953125,8377.4501953125,131700,0.003405944696333929,0.015580570218593381,8245.14990234375,8178.1875,8285.98798828125,0.009511569900878711,0.07334963325183375,0.0
2015-06-24,8360.849609375,8360.849609375,8421.349609375,8338.900390625,8399.400390625,130100,-0.002469733616678238,0.003405944696333929,8299.00986328125,8179.5,8277.59798828125,0.009249790148166102,-0.012148823082763882,1.0
2015-06-25,8398.0,8398.0,8423.150390625,8329.5,8336.25,201200,0.00444337505883885,-0.002469733616678238,8343.68984375,8183.45,8268.87798828125,0.004815191482992359,0.5465026902382784,0.0
2015-06-26,8381.099609375,8381.099609375,8408.5498046875,8339.7001953125,8393.9501953125,110600,-0.0020124304149797823,0.00444337505883885,8374.9197265625,8180.8224609375,8262.3659765625,0.0052798809478962995,-0.4502982107355865,0.0
2015-06-29,8318.400390625,8318.400390625,8329.4501953125,8195.650390625,8247.0498046875,132000,-0.00748102536329065,-0.0020124304149797823,8367.9798828125,8175.0724609375,8256.613984375,0.0065832726993813,0.1934900542495479,1.0
2015-06-30,8368.5,8368.5,8378.0,8298.9501953125,8316.349609375,158500,0.006022745602803914,-0.00748102536329065,8365.369921875,8181.674951171875,8255.0219921875,0.006622194728176265,0.2007575757575757,1.0
2015-07-01,8453.0498046875,8453.0498046875,8481.599609375,8370.150390625,8376.25,131800,0.01010334046573469,0.006022745602803914,8383.8099609375,8197.572436523438,8256.52798828125,0.006896920231943711,-0.1684542586750789,0.0
2015-07-02,8444.900390625,8444.900390625,8479.25,8433.2001953125,8471.9501953125,112000,-0.0009640797405430224,0.01010334046573469,8393.1900390625,8213.2849609375,8256.8319921875,0.006748873565821968,-0.15022761760242798,1.0
2015-07-03,8484.900390625,8484.900390625,8497.75,8424.150390625,8440.099609375,88400,0.004736586359787687,-0.0009640797405430224,8413.9501953125,8231.794970703126,8258.56400390625,0.006696192130239324,-0.21071428571428574,1.0
2015-07-06,8522.150390625,8522.150390625,8533.150390625,8386.150390625,8386.150390625,101500,0.004390151714822377,0.004736586359787687,8454.7001953125,8255.694995117188,8262.90201171875,0.005139668927391583,0.1481900452488687,0.0
2015-07-07,8510.7998046875,8510.7998046875,8561.349609375,8483.849609375,8525.5,122200,-0.0013318922357890006,0.004390151714822377,8483.16015625,8280.114990234375,8268.84201171875,0.00521527235118103,0.20394088669950738,0.0
