Date,Return_1D,Return_5D,Return_10D,Return_20D,Price_to_MA5,Price_to_MA20,Price_to_MA50,High_Low_Range,Open_Close_Return,Volatility_10,Volatility_20,Volume_Change,Relative_Volume,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Position,ATR_Percent,Target,Close,Prediction,Probability_UP,Next_Return,Position,Strategy_Return,Position_Change,Trading_Cost,Net_Strategy_Return,Buy_Hold_Return,Strategy_Equity,Buy_Hold_Equity
2023-11-30,0.0018187545137213,0.0162176065125165,0.0232625525743437,0.0552187049424415,0.0095230665293917,0.0270522138833417,0.0276718697673594,0.007095243744939,0.0012258691908894,0.0038244114556237,0.0045252562483601,1.0601185436071128,2.2188276601080688,71.9499288016151,149.53016934210973,84.63324964869572,64.896919693414,0.9478444437120108,0.0072269868856277,1,20133.150390625,1,0.5944932,0.0066929416105065975,1,0.0066929416105065975,0.0,0.0,0.0066929416105065975,0.0066929416105065975,1.027255434048934,1.0441047505054932
2023-12-01,0.0066929416105065,0.0235279461986162,0.0254336506458341,0.0673410854985552,0.0115534982418432,0.0305648795598214,0.0344702310369233,0.0053212992180426,0.0036545715173029,0.0040183842497104,0.0042495152700746,-0.4537607891491985,1.1925164879536991,75.07118990910325,174.54245747825917,102.6150912146084,71.92736626365075,1.0099934329021796,0.007224395405786,1,20267.900390625,0,0.47118044,0.020668169003769332,0,0.0,1.0,0.0005,-0.0005,0.020668169003769332,1.0267418063319096,1.065684483946579
2023-12-04,0.0206681690037693,0.0450676998241519,0.0483990290895031,0.081196387506043,0.0233477452593446,0.0477265827481385,0.0552546062040575,0.0094214853560949,0.0041186181753508,0.0067238024357683,0.005705674470017,0.4337848006019564,1.6593734352208651,81.83734719171679,225.56644706523,127.20536238473274,98.36108468049729,1.1841231657118525,0.0080736548211726,1,20686.80078125,1,0.6727343,0.008135565760247543,1,0.008135565760247543,1.0,0.0005,0.007635565760247542,0.008135565760247543,1.0345815609129523,1.074354430145402
2023-12-05,0.0081355657602475,0.0485377068807011,0.0589570229194171,0.08447474509365,0.0219125549701642,0.0519230186193324,0.0628056074329708,0.0073315588747543,0.0022201662693726,0.0063565996842552,0.0057785599152187,0.1046969299396483,1.7451500580334935,83.7461135470121,276.3974970243653,157.04378931265927,119.35370771170602,1.1424617747032453,0.0080435453581975,1,20855.099609375,0,0.37893298,0.003960643244200535,0,0.0,1.0,0.0005,-0.0005,0.003960643244200535,1.0340642701324958,1.0786095647610343
2023-12-06,0.0039606432442005,0.0418528321071107,0.0583468365060235,0.0786095647610338,0.0175722616085807,0.052040622650795,0.0657166020806796,0.0052440732373628,-0.0006229266852022,0.0063715954661673,0.0056402646390316,-0.146793349168646,1.4358523374572782,84.60144612143958,319.66170731828606,189.56737291378465,130.0943344045014,1.067876604266296,0.0078141176959076,0,20937.69921875,0,0.40604013,-0.0017455990623970186,0,-0.0,0.0,0.0,-0.0,-0.0017455990623970186,1.0340642701324958,1.076726744916095
2023-12-07,-0.001745599062397,0.0381460419804751,0.0549822859918409,0.0770069734698171,0.0082692978564582,0.0462759098718033,0.0625292208495418,0.0043274756202208,-0.0014929009295081,0.0066805346408448,0.0057060193482196,-0.2344097995545657,1.0827624222379717,82.5318782864475,346.99972388254173,221.05384310753607,125.94588077500566,0.9717857670627554,0.0075777599899932,1,20901.150390625,0,0.4542453,0.003265370504707432,0,0.0,0.0,0.0,0.0,0.003265370504707432,1.0340642701324958,1.0802426566705738
2023-12-08,0.0032653705047074,0.0346113798903651,0.0589536607729017,0.0784786890541826,0.0047613880827204,0.0456986576849105,0.0645972328985482,0.0068385546536233,0.0016862813260996,0.0064129298738567,0.0056910364620559,0.0632727272727273,1.1296117442534286,83.35091996609452,369.9084294655622,250.8247603791413,119.08366908642093,0.9415553341137678,0.007502057640698,1,20969.400390625,0,0.40186286,0.001320935183362959,0,0.0,0.0,0.0,0.0,0.001320935183362959,1.0340642701324958,1.0816695872023394
2023-12-11,0.0013209351833629,0.0149998461050704,0.060743554490894,0.0825869547572835,0.0031057465408506,0.0429146482869478,0.0645632546145433,0.0048768826423664,0.0015167360800966,0.0062537124435714,0.0055315794639525,-0.2718878248974008,0.8217697577921451,83.68526084198322,385.8509891307149,277.830006129456,108.02098300125886,0.9040950950705736,0.0073053553859942,0,20997.099609375,0,0.46706164,-0.004319607014175553,0,-0.0,0.0,0.0,-0.0,-0.004319607014175553,1.0340642701324958,1.0769971996664398
2023-12-12,-0.0043196070141755,0.0024598674765829,0.0511169706838279,0.0762431982452054,-0.0017165986326748,0.034604237487712,0.0586873241188716,0.0081673552983596,-0.0053357813196638,0.0070511968550261,0.0058162152443031,0.1503053076561766,0.9286716468848356,78.15106117539767,386.7091709722881,299.60583909802244,87.10333187426568,0.827401185503093,0.007396356177097,1,20906.400390625,1,0.5165945,0.0009542158562574343,1,0.0009542158562574343,1.0,0.0005,0.0004542158562574343,0.0009542158562574343,1.0345339585203792,1.0780248874715064
2023-12-13,0.0009542158562574,-0.0005420657378073,0.0412880793829879,0.0762617304219406,-0.0006557027814017,0.0318057820607928,0.0581941242894985,0.008625489078092,-0.0001624668534024,0.0068807885376537,0.0058157861133468,0.0628828093099225,0.9739579435755444,78.48803255149446,384.5659842131572,316.59786812104943,67.96811609210778,0.8067937730574053,0.0074776040344349,1,20926.349609375,1,0.59840536,0.012250087289956912,1,0.012250087289956912,0.0,0.0,0.012250087289956912,0.012250087289956912,1.0472070898166785,1.0912307864437782
2023-12-14,0.0122500872899569,0.0134704943442389,0.052130382367467,0.0766056207023544,0.0088734004458133,0.0405788437866263,0.0694866327646057,0.0064416328847373,0.0034247966304375,0.0072798389571469,0.0058402639815015,0.2846715328467153,1.2412538742785026,82.2717592140087,398.953872437909,333.0690689844214,65.88480345348762,0.8815796045702379,0.0078189725517783,1,21182.69921875,1,0.5214456,0.012932779200891975,1,0.012932779200891975,0.0,0.0,0.012932779200891975,0.012932779200891975,1.0607503878868862,1.1053434332620713
2023-12-15,0.0129327792008919,0.023236239039903,0.0586518572269014,0.085577238719174,0.0171998341488546,0.0496754991844519,0.0812132228429416,0.0119776384161197,0.0079484004934685,0.0076859025010971,0.0061935295722706,0.5215311004784688,1.8125467564390296,85.25626443063625,427.53360629703457,351.96197644694405,75.57162985009052,0.9427419707463996,0.0081984299459495,0,21456.650390625,1,0.7028083,-0.0017710126840955187,1,-0.0017710126840955187,0.0,0.0,-0.0017710126840955187,-0.0017710126840955187,1.0588717854952794,1.1033858560214824
2023-12-18,-0.0017710126840955,0.0200766195852013,0.0353776118943596,0.0854888830510551,0.0113560622917958,0.0435108827342007,0.0771462014910426,0.0054835934913251,-0.0007534658609529,0.0059158216767472,0.0061975747464604,-0.5092374213836478,0.8874908922891009,83.1648428300714,442.0216187929691,369.9739049161491,72.04771387682001,0.8805367907687667,0.0080180193908311,1,21418.650390625,1,0.6057966,0.0016083748565725031,1,0.0016083748565725031,0.0,0.0,0.0016083748565725031,0.0016083748565725031,1.060574848251404,1.1051605140894052
2023-12-19,0.0016083748565725,0.0261498492583713,0.0286740418986626,0.0893216009634914,0.0077796756142021,0.0407295644160725,0.076812880990529,0.0077984433157104,-0.0011430850583505,0.0057036067538857,0.0060653863323697,0.0004004805766919,0.8760147989689818,83.55860537814253,451.0834281553907,386.1958095639974,64.88761859139333,0.8573726819635532,0.0079903797752653,0,21453.099609375,1,0.5945385,-0.01412146609423337,1,-0.01412146609423337,0.0,0.0,-0.01412146609423337,-0.01412146609423337,1.045597976491425,1.089554027361006
