Test_Start,Test_End,Accuracy,Strategy_Return,Buy_Hold_Return,Trades
2021-09-17,2022-09-21,0.4880952380952381,-0.04060319884049712,0.0025390963189488858,87
2022-09-23,2023-09-29,0.5396825396825397,0.021281521332108033,0.1270477274512849,120
2023-10-04,2024-10-18,0.5238095238095238,0.1025396542475665,0.275003735699205,87
2024-10-22,2025-10-24,0.5,0.03239459210520779,0.06104711878921232,83
2025-10-28,2025-12-29,0.5227272727272727,0.00863156897571038,0.00010218885977186787,9
