Test_Start,Test_End,Technical_Accuracy,External_Accuracy,Improvement
2021-09-15,2022-12-29,0.49206349206349204,0.5198412698412699,0.027777777777777846
2022-12-30,2024-06-07,0.4801587301587302,0.48412698412698413,0.003968253968253954
2024-06-10,2025-10-20,0.5158730158730159,0.5,-0.015873015873015928
2025-10-21,2025-12-30,0.48717948717948717,0.6153846153846154,0.12820512820512825
