Date,Adj Close,Close,High,Low,Open,Volume,Return_1D,Return_5D,Return_10D,Return_20D,MA_5,MA_20,MA_50,Price_to_MA5,Price_to_MA20,Price_to_MA50,High_Low_Range,Open_Close_Return,Volatility_10,Volatility_20,Volume_Change,Volume_MA20,Relative_Volume,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_High,BB_Low,BB_Middle,BB_Position,ATR_14,ATR_Percent,Target
2015-04-07,8660.2998046875,8660.2998046875,8693.599609375,8586.849609375,8684.4501953125,148700,4.612224673294918e-05,0.03823092036451281,0.010430574384026947,-0.031042510174540627,8577.95,8601.917626953125,8717.4230078125,0.009600173081855123,0.006787111928558964,-0.00655276256226256,0.012326363106069396,-0.0027808773246273395,0.010605090672647283,0.010065804002465218,0.012253233492171445,167225.0,0.889221109283899,52.481956642138414,-43.74990045879531,-54.15682848952401,10.4069280307287,8838.870870997023,8364.964382909227,8601.917626953125,0.6231934552530515,117.15650023924513,0.013527995898690788,1
2015-04-08,8714.400390625,8714.400390625,8730.5,8679.7998046875,8698.9501953125,148200,0.006246964557533818,0.02615317299736719,0.01912079342887174,-0.004836224555343049,8622.3701171875,8599.800146484375,8717.121015625,0.010673431108466414,0.013325919461916191,-0.00031210132280179437,0.005817978637640239,0.0017760988355612684,0.010644461320907425,0.009176143437172086,-0.00336247478143914,166860.0,0.8881697231211795,55.616116536846555,-29.514647880290795,-49.22839236767737,19.713744487386577,8831.887989002616,8367.712303966133,8599.800146484375,0.7468898045179121,113.80247845876333,0.013059128954092203,1
2015-04-09,8778.2998046875,8778.2998046875,8785.5,8682.4501953125,8756.2001953125,152700,0.007332623152276119,0.033835803166588185,0.027548985303008866,0.007604410154353536,8679.830078125,8603.112646484375,8717.45900390625,0.011344660630012049,0.020363229612565314,0.006979189779267925,0.0117391530228294,0.0025238812363872964,0.010716775292793785,0.009247583340726425,0.030364372469635637,166305.0,0.9181924776765581,59.051536247704874,-12.927933793795091,-41.96830065290092,29.04036685910583,8843.265315555855,8362.959977412895,8603.112646484375,0.8647412266548284,113.03443033224451,0.012876574376268804,1
2015-04-10,8780.349609375,8780.349609375,8787.400390625,8733.599609375,8774.349609375,139000,0.0002335081659441407,0.022605865118648927,0.029252802832200775,0.00924136486503313,8718.65,8607.1326171875,8716.35400390625,0.007076738872990651,0.02012481971540714,0.007342015416086811,0.0061274076367705856,0.0006838113668948487,0.010657377217087639,0.009237996052952408,-0.08971840209561233,164615.0,0.844394496248823,59.160738770292944,0.3781990842999221,-33.49900070546076,33.87719978976068,8856.162233568104,8358.103000806897,8607.1326171875,0.8477839196498698,108.80345539779849,0.012391699674649207,1
2015-04-13,8834.0,8834.0,8841.650390625,8762.099609375,8801.75,121600,0.006110279546012176,0.02010411223245434,0.05895957113500927,0.006608933454876897,8753.469921875,8610.0326171875,8714.82400390625,0.00919978920859199,0.026012373328924587,0.013675089254852724,0.009005069192891103,0.0036640440821427557,0.006009020451369219,0.009132598522201734,-0.12517985611510796,162000.0,0.7506172839506173,62.015969403897515,15.078725245664828,-23.78345551523564,38.86218076090047,8868.04934748986,8352.015886885141,8610.0326171875,0.9340171711928168,106.71397867295573,0.012079916082517062,0
2015-04-16,8706.7001953125,8706.7001953125,8760.0,8645.650390625,8757.0498046875,142900,-0.014410211080767454,0.005357827289060424,0.043793582321988156,0.0068168246436934865,8762.75,8612.980126953125,8710.67201171875,-0.006396371537188639,0.01088125909707971,-0.0004559712960041651,0.013133518647691966,-0.0057496086579350856,0.008673839610882238,0.009115122891407096,0.17516447368421062,160185.0,0.8920935168711178,52.61610580243489,16.269423998208367,-15.77287961254684,32.042303610755205,8873.98259015896,8351.977663747291,8612.980126953125,0.6795386664329377,112.54509515167318,0.012926262835174345,0
2015-04-17,8606.0,8606.0,8699.849609375,8596.7001953125,8698.0498046875,150400,-0.01156582781691673,-0.012439225393134024,0.013388622390573257,-0.0031448995322128637,8741.069921875,8611.622607421876,8703.74501953125,-0.015452332847376016,-0.0006529091761441341,-0.011230225530723836,0.011985755759063445,-0.010582809567024218,0.008514377877013202,0.009492814131176369,0.05248425472358287,159540.0,0.9427102920897581,46.59907088819292,8.983837081417732,-10.821536273753924,19.805373355171657,8872.473696914596,8350.771517929155,8611.622607421876,0.48922257247840123,112.36330264083938,0.013056391196936948,0
2015-04-20,8448.099609375,8448.099609375,8619.9501953125,8422.75,8618.7998046875,148900,-0.01834770981001632,-0.03761550672217617,-0.005052454437051046,-0.0315477172026829,8675.0298828125,8597.86259765625,8696.52900390625,-0.026159019219877067,-0.017418630104890864,-0.028566499855248173,0.02334255092040624,-0.019805564484704868,0.010570305200364763,0.00997817280263441,-0.009973404255319118,158135.0,0.9416005311917033,39.05685916058696,-9.422666303036749,-10.54176227961049,1.1190959765737407,8862.701292553285,8333.023902759216,8597.86259765625,0.21725621828132716,118.42308068881513,0.014017718322994088,0
2015-04-21,8377.75,8377.75,8469.349609375,8352.7001953125,8416.099609375,407800,-0.008327270348106652,-0.04585234384575465,-0.024283010627456636,-0.03547708087437862,8594.5099609375,8582.455078125,8688.13599609375,-0.0252207469562179,-0.023851575832508964,-0.03572526906039475,0.013923716279729045,-0.004556696231622659,0.00996140524256464,0.010076821551821092,1.7387508394895903,170705.0,2.3889165519463402,36.2423601320723,-29.348269801648712,-14.303063784018134,-15.045206017630578,8860.537346911731,8304.372809338269,8582.455078125,0.131934321058791,118.2963902155069,0.014120305597028666,1
2015-04-22,8429.7001953125,8429.7001953125,8449.9501953125,8284.7001953125,8400.400390625,171800,0.006200972255378856,-0.04576633514687567,-0.026582314452682332,-0.023735783852351755,8513.65,8572.207568359376,8681.59900390625,-0.009860612626487963,-0.01662434931847434,-0.02901525496402335,0.019603306899560972,0.0034879057336599235,0.009694893557475341,0.010177688565228242,-0.5787150564001962,171120.0,1.003973819541842,39.6981294862418,-40.48086927219265,-19.53862488165304,-20.94224439053961,8856.868143612091,8287.54699310666,8572.207568359376,0.24968895337831618,121.65021948582785,0.014431144247985693,0
2015-04-23,8398.2998046875,8398.2998046875,8504.9501953125,8361.849609375,8478.2001953125,156000,-0.0037249712205020824,-0.03542104169281446,-0.030252994227542684,-0.02013797595014566,8451.969921875,8563.5775390625,8675.09099609375,-0.006350012799808069,-0.019300080325201807,-0.03190643089863654,0.017039232852538628,-0.009424216081754712,0.00965169929417735,0.010092309374351117,-0.09196740395809078,170190.0,0.9166225982725189,38.34525743768328,-51.24654538276627,-25.880208981875686,-25.366336400890585,8858.165681714054,8268.989396410947,8563.5775390625,0.21947660064089003,123.18238851809015,0.01466753883319765,0
2015-04-24,8305.25,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.011079600258562361,-0.034946548919358555,-0.04695106631377255,-0.028728014525151613,8391.819921875,8551.29501953125,8666.9619921875,-0.010315988984622715,-0.028772837209952384,-0.041734576950210656,0.016850810669456068,-0.011950247210638892,0.00935282651871892,0.010341009072172287,0.11282051282051286,171335.0,1.01321971576152,34.58404732352113,-66.519962135264,-34.00815961255335,-32.511802522710646,8866.720468910125,8235.869570152374,8551.29501953125,0.10997912499490378,124.38008900340515,0.014976080070245344,0
2015-04-27,8213.7998046875,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.011011130948797465,-0.027734024871995278,-0.06430630219516587,-0.038528890266222526,8344.9599609375,8534.8375,8658.0169921875,-0.015717290060582312,-0.037614974545502444,-0.05130703576821771,0.016082761825058366,-0.01401468123200058,0.008475808703142457,0.010559991235266181,-0.012096774193548376,172075.0,0.9966584338224611,31.331314390653162,-85.02342432086516,-44.21121255421571,-40.81221176664945,8882.941638311535,8186.733361688464,8534.8375,0.03887693368185783,124.93155307012621,0.015209958367725195,1
2015-04-28,8285.599609375,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.008741362876475867,-0.010999419966578161,-0.05634741462592141,-0.028742931603876976,8326.5298828125,8522.577490234375,8653.2019921875,-0.004915646015032915,-0.02780589336159356,-0.04248165975374063,0.014826941132570227,0.00852649017446551,0.009590756153773807,0.010825877629880064,0.018075801749271037,172755.0,1.0106798645480595,36.38982310183553,-92.82389119410254,-53.93374828219308,-38.890142911909464,8887.263525584998,8157.891454883751,8522.577490234375,0.17509328862629092,124.78287768342078,0.015060210916085216,0
2015-04-29,8239.75,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.005533650132347967,-0.02253344613822983,-0.06726850803712925,-0.012275059286881107,8288.53984375,8517.457470703124,8646.68599609375,-0.005886422056207041,-0.03260450335776077,-0.047062654556623174,0.010801298583088079,-0.004235728418184211,0.00865297589010848,0.00973628908191169,-0.08132875143184426,166770.0,0.9618036817173352,34.635220438838616,-101.53506466379986,-63.45401155851444,-38.08105310528542,8894.788275397785,8140.126666008465,8517.457470703124,0.1320106028344962,122.22695784889072,0.014833818726161681,0
2015-04-30,8181.5,8181.5,8229.400390625,8144.75,8224.5,267700,-0.007069389241178392,-0.025814725567012253,-0.06032138278922894,-0.01916948991019707,8245.1798828125,8509.462451171876,8637.76798828125,-0.007723286055316136,-0.038540912901814495,-0.05282244080881349,0.01034656122043635,-0.005228281354489634,0.008247476304910626,0.009842590727404817,0.6689526184538654,170505.0,1.5700419342541274,32.49175269725353,-111.84968701568505,-73.13314664994857,-38.71654036573648,8907.579419106452,8111.3454832373,8509.462451171876,0.08810792105478502,120.28217514539854,0.01470172647380047,1
2015-05-04,8331.9501953125,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.01838907233545184,0.003214857507299662,-0.03184403958720661,-0.01888176501805694,8250.519921875,8501.444970703125,8630.17599609375,0.009869714176630184,-0.019937172560043903,-0.03455616674749573,0.015068477576610274,0.01238150351981609,0.011038288882223331,0.00987313166862727,-0.5080313784086664,170355.0,0.7730914854274896,42.40596104092132,-106.65457855402201,-79.83743303076326,-26.817145523258745,8907.010266425454,8095.879674980796,8501.444970703125,0.291038857147839,123.4405912064415,0.014815329942309108,0
2015-05-05,8324.7998046875,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008581893143123631,0.013513842878986937,-0.014594975247530506,-0.01957368923713343,8272.719921875,8493.1349609375,8620.5619921875,0.006295376043710776,-0.01982014380134356,-0.03430892182760692,0.009015325654767177,-0.0016310785402906967,0.009667848341549911,0.00987155908820986,0.18071374335611234,169770.0,0.9159451021970901,42.08958936678238,-101.93930162047764,-84.25780674870614,-17.68149487177149,8905.961640668667,8080.30828120633,8493.1349609375,0.29611885021624795,119.98417620955283,0.014412860251845641,0
2015-05-06,8097.0,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.02736399793773192,-0.022762336857504284,-0.033511384321566084,-0.056980637647401355,8235.0,8468.6724609375,8606.315,-0.01675774134790531,-0.043887924896360286,-0.059179218980481285,0.030745979413671732,-0.026404975553644947,0.012605419547425802,0.011067669904986059,0.3479099678456592,173975.0,1.2047708004023567,33.51177918966566,-115.25535907929225,-90.45731721482336,-24.798041864468885,8913.287700474259,8024.057221400741,8468.6724609375,0.08202910304565564,129.1960347169062,0.015956037386304335,0
2015-05-07,8057.2998046875,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.004903074634123761,-0.02214268579902301,-0.04417718091944489,-0.06958516365729339,8198.5099609375,8438.542431640624,8590.07900390625,-0.017223880549368964,-0.04517872962558567,-0.06202261923044883,0.015569756413869169,-0.0024390485715612233,0.012153433067844357,0.010739380867597877,-0.2290076335877863,174710.0,0.9249613645469635,32.27719281808122,-127.54168339156058,-97.87419045017081,-29.667492941389767,8908.205401024126,7968.879462257121,8438.542431640624,0.09413169463460426,128.92847475944862,0.016001449354589217,1
2015-05-08,8191.5,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.01665572816769534,0.0012222697549348904,-0.02462400837036982,-0.05413205261482468,8200.5099609375,8415.10244140625,8576.0030078125,-0.0010987073950787796,-0.026571564988445262,-0.04483475664155301,0.012390892998840261,0.007378712414683638,0.013873996119961336,0.011636424811809097,0.1330445544554455,176430.0,1.0378053618999037,40.2856342617197,-125.00882579485915,-103.30111751910849,-21.70770827575066,8884.949542437458,7945.255340375042,8415.10244140625,0.26204765240065003,131.6943258927023,0.016076948775279532,1
2015-05-11,8325.25,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.01632790087285607,-0.0008041569086993938,0.002408115348725204,-0.044656014548476564,8199.169921875,8395.644921875,8565.836015625,0.0153771759002852,-0.008384694985323349,-0.028086694070041163,0.012984548136692592,0.009953634843680937,0.014654736760093526,0.01224731904716935,0.04860731840524313,178620.0,1.0749076251259657,47.011112619064754,-110.93027553197317,-104.82694912168142,-6.103326410291743,8846.134386619979,7945.155457130022,8395.644921875,0.42186840383176233,132.37687404322355,0.015900648514245646,0
2015-05-12,8126.9501953125,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.02381908107113906,-0.023766290363354536,-0.010573621398154431,-0.07419997310039328,8159.6,8363.07744140625,8553.276015625,-0.0040013977017868685,-0.028234492356206897,-0.049843570993581277,0.02600613770949449,-0.023924645360332855,0.01623164080504887,0.012931596981690956,-0.09687500000000004,179655.0,0.9651832679301996,39.84573088521834,-114.45469748875075,-106.75249879509529,-7.702198693655461,8791.857821155996,7934.297061656505,8363.07744140625,0.22465245934111455,138.0178534642433,0.01698273646906928,1
2015-05-13,8235.4501953125,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.013350641678914421,0.01709894964956149,-0.006052599259775637,-0.06205896556564183,8187.2900390625,8335.832470703124,8542.74302734375,0.005882307334932779,-0.012042261614952698,-0.03597121335005182,0.020053595942939612,0.006588041619464145,0.01659851161607526,0.013466770963279475,-0.02076124567474047,181195.0,0.9371119512127818,44.803041012006354,-107.256399050455,-106.85327884616723,-0.40312020428777373,8722.249332007992,7949.415609398256,8335.832470703124,0.3701114192433932,139.9558918328688,0.01699432192699431,0
2015-05-14,8224.2001953125,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013660455388829762,0.020714183991006774,-0.0018871694757122137,-0.06902873043779711,8220.6701171875,8305.34248046875,8531.88203125,0.00042941488646053294,-0.009769890326264963,-0.036062598475991914,0.012031588842997532,-0.001002131783888288,0.01650967437693649,0.013300037622695977,-0.20612485276796233,181855.0,0.7412498968958786,44.39451807261927,-101.2918472933834,-105.74099253561047,4.449145242227075,8619.12203400174,7991.562926935759,8305.34248046875,0.37070176459455256,137.0269135099853,0.016661427282386163,1
2015-05-15,8262.349609375,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.004638677701966021,0.00864916185985476,0.009882003223736557,-0.05103547566467592,8234.8400390625,8283.124951171874,8523.45203125,0.0033406320198094974,-0.002508152650037565,-0.030633412485657985,0.008109073467912498,0.002675849812522228,0.01637238335992235,0.013157842317426689,-0.0370919881305638,181200.0,0.7163355408388521,46.18644649991587,-92.42118428449794,-103.07703088538797,10.65584660089003,8537.359504533903,8028.890397809846,8283.124951171874,0.45914138829254586,132.02499111641492,0.015979109739753784,1
2015-05-18,8373.650390625,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.013470838987944989,0.005813686150565989,0.0050048541259837265,-0.026998560234138935,8244.5201171875,8271.507470703125,8514.033046875,0.015662557868989957,0.012348767172568609,-0.016488385172703346,0.013452844196674417,0.010706183286736622,0.01586138551107602,0.013441198647854572,0.1456086286594762,181115.0,0.8210253154073379,51.13414861292217,-75.5393069637521,-97.5694861010608,22.030179137308707,8483.367462961944,8059.647478444308,8271.507470703125,0.7410623139197791,131.32677746524243,0.015683336578306842,0
2015-05-19,8365.650390625,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.0009553778372400901,0.02937143572630463,0.00490709529309008,-0.00975949888878025,8292.26015625,8267.385009765625,8502.2110546875,0.008850450057296344,0.011885908391020994,-0.01606178242155132,0.01109295755312659,0.0011309201660583944,0.01586241709732901,0.012827550310670092,-0.056489576328177526,180685.0,0.7764894706256745,50.77280573916678,-62.09009473851074,-90.4736078285508,28.383513090040054,8468.263825894463,8066.506193636787,8267.385009765625,0.7445887096336494,128.57485083826083,0.015369378928666294,1
2015-05-20,8423.25,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.006885251795789804,0.022803829813018872,0.04029270100037041,0.005431052490227017,8329.8201171875,8269.660009765625,8490.7510546875,0.011216314577996656,0.018572709162529177,-0.00794995098227913,0.005805290601905441,0.0036460007209619095,0.012492293395578934,0.012784441681147809,-0.11903064861012114,166475.0,0.7424538218951795,53.329982020776896,-46.25054259208446,-81.62899478125753,35.378452189173075,8476.431112900442,8062.888906630808,8269.660009765625,0.8714010031039802,124.72659140338506,0.014807418918277988,0
2015-05-21,8421.0,8421.0,8446.349609375,8382.5,8434.5,143800,-0.00026711779894939003,0.02392935483254277,0.045139215882336936,-0.0010320883437038297,8369.180078125,8269.225,8480.718046875,0.006191756108874236,0.01835419885176659,-0.007041626256753641,0.007582188501959387,-0.0016005690912324383,0.01220676597065103,0.01271020439253688,0.1634304207119741,165075.0,0.8711191882477661,53.213696223871445,-33.49305253329294,-72.00180633166461,38.50875379837167,8474.679906216563,8063.770093783438,8269.225,0.869363289480221,120.3782355442147,0.014295004814655588,1
2015-05-22,8458.9501953125,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.004506613859696085,0.023794755152266145,0.032649721700848344,0.007221746310026811,8408.5001953125,8272.25751953125,8471.14205078125,0.005999880933359014,0.02256852803971099,-0.001439222172838761,0.008151152769608282,0.003136696746219982,0.011442287528189682,0.012715644708579284,0.3025034770514603,166640.0,1.1239798367738838,54.996161089812844,-20.088814798105886,-61.61920802495287,41.53039322684698,8486.831522373805,8057.683516688694,8272.25751953125,0.9350309760456801,116.70480409909223,0.01379660612776321,0
2015-05-25,8370.25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.010485957862909845,-0.00040608223013549605,0.005405243085793154,0.007826374883356912,8407.8201171875,8275.50751953125,8463.41205078125,-0.00446847300059372,0.011448540194682444,-0.011007623192900051,0.009294800595860339,-0.008046833426960375,0.01118302551491089,0.012688009521555021,-0.35237586759209827,164025.0,0.7395214144185338,50.183771454334504,-16.433785830533452,-52.58212358606899,36.148337755535536,8493.916670411116,8057.098368651382,8275.50751953125,0.716892195421022,115.1401612839785,0.013755880802124011,0
2015-05-26,8339.349609375,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.0036916926764433144,-0.0031439015524094005,0.02613519327151881,0.015285228234543924,8402.5599609375,8281.785009765625,8455.958046875,-0.007522749240274074,0.006950747881223407,-0.013790091773586033,0.0070569755069796875,-0.004506332950577922,0.007507949486357336,0.01244271023243711,-0.03709810387469081,161290.0,0.7241614483228966,48.588672899535645,-15.847867961858356,-45.23527246122686,29.387404499368508,8499.955868787561,8063.614150743688,8281.785009765625,0.6319255006544832,111.11947733065861,0.013324717458270293,0
2015-05-27,8334.599609375,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005695887835976965,-0.010524487653221781,0.012039343534483882,0.0059138749529432655,8384.8298828125,8284.235009765625,8448.65103515625,-0.005990613302777281,0.0060795715657515625,-0.013499365201221192,0.0077867464670407505,0.0038360313600915357,0.006520526780440193,0.01230464848306849,0.41695205479452047,160835.0,1.0290048807784375,48.33434477777789,-15.587130395666463,-39.305644048114786,23.718513652448323,8503.61932980403,8064.850689727219,8284.235009765625,0.6147862335844198,107.81804424007586,0.012936199612852308,0
2015-05-28,8319.0,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.00187166871908917,-0.012112575703598139,0.011526933006997142,0.00961801025516551,8364.4298828125,8288.197509765625,8439.51103515625,-0.005431318505741856,0.0037164281133601484,-0.014279385932933875,0.011341460436951556,-0.0031992756374709702,0.006544693910240541,0.012239293924403455,0.4036253776435046,164430.0,1.4127592288511828,47.45582077239564,-16.449630994567997,-34.73444143740543,18.284810442837433,8507.087006873511,8069.308012657739,8288.197509765625,0.5703608227926831,106.85601317828473,0.012844814662613863,1
